Tiempo(s)	Voltaje(V)
0.070749	1.51100
0.071274	1.73664
0.071799	1.93005
0.072324	2.09123
0.072849	2.22256
0.073374	2.27014
0.073899	2.24431
0.074424	2.15005
0.074950	1.98967
0.075475	1.79464
0.076000	1.57303
0.076525	1.36995
0.077050	1.18701
0.077576	1.06616
0.078101	1.00166
0.078626	1.02099
0.079151	1.11370
0.079676	1.26602
0.080201	1.45621
0.080727	1.66735
0.081252	1.87365
0.081777	2.06706
0.082303	2.19839
0.082829	2.26123
0.083354	2.26043
0.083879	2.19033
0.084404	2.04445
0.084929	1.85754
0.085454	1.64152
0.085979	1.43360
0.086504	1.24266
0.087029	1.09597
0.087555	1.02099
0.088079	1.00971
0.088605	1.07502
0.089130	1.20554
0.089655	1.39896
0.090180	1.59881
0.090706	1.81479
0.091232	2.00578
0.091758	2.15649
0.092282	2.24995
0.092807	2.27014
0.093332	2.21772
0.093857	2.09285
0.094383	1.91555
0.094907	1.70924
0.095432	1.48844
0.095957	1.28777
0.096482	1.13545
0.097007	1.03313
0.097532	1.02744
0.098058	1.05327
0.098583	1.16607
0.099108	1.33853
0.099633	1.54242
0.100158	1.76322
0.100684	1.95583
0.101209	2.12829
0.101735	2.22578
0.102259	2.26934
0.102784	2.24270
0.103309	2.12749
0.103834	1.96389
0.104359	1.75839
0.104885	1.54483
0.105411	1.35223
0.105937	1.17412
0.106462	1.05569
0.106987	1.00730
0.107512	1.02986
0.108038	1.12095
0.108564	1.26360
0.109090	1.44327
0.109618	1.65687
0.110143	1.86559
0.110668	2.05009
0.111193	2.18630
0.111719	2.26445
0.112243	2.25962
0.112768	2.18550
0.113293	2.05009
0.113819	1.86559
0.114343	1.64715
0.114868	1.42957
0.115393	1.24024
0.115918	1.09355
0.116443	1.01777
0.116969	1.01374
0.117495	1.07744
0.118020	1.20313
0.118546	1.38123
0.119072	1.58592
0.119598	1.78417
0.120123	1.99209
0.120649	2.14924
0.121174	2.24512
0.121700	2.27176
0.122226	2.22739
0.122753	2.12749
0.123278	1.96228
0.123803	1.75678
0.124328	1.53758
0.124853	1.33531
0.125378	1.16526
0.125903	1.05166
0.126428	1.00488
0.126954	1.03877
0.127478	1.14512
0.128003	1.30308
0.128528	1.50536
0.129053	1.72455
0.129578	1.92924
0.130103	2.10090
0.130628	2.21853
0.131153	2.26848
0.131678	2.24592
0.132204	2.15408
0.132729	1.99772
0.133254	1.80028
0.133780	1.59076
0.134305	1.38123
0.134830	1.71408
0.135521	2.07512
0.136047	1.89782
0.136573	1.69716
0.137099	1.49166
0.137624	1.29341
0.138149	1.13142
0.138674	1.03232
0.139199	1.00327
0.139724	1.05649
0.140249	1.17573
0.140774	1.34336
0.141299	1.54967
0.141825	1.75758
0.142350	1.96711
0.142875	2.13313
0.143400	2.23384
0.143925	2.27337
0.144451	2.23706
0.144975	2.13071
0.145501	1.96953
0.146026	1.76000
0.146551	1.54322
0.147077	1.34014
0.147602	1.17412
0.148127	1.05327
0.148653	1.00649
0.149178	1.03393
0.149703	1.12900
0.150228	1.29583
0.150753	1.48280
0.151279	1.68749
0.151804	1.90104
0.152330	2.07834
0.152855	2.20242
0.153380	2.26768
0.153906	2.25640
0.154430	2.17502
0.154955	2.01948
0.155480	1.82445
0.156006	1.62137
0.156531	1.40621
0.157056	1.21199
0.157581	1.08550
0.158107	1.01858
0.158633	1.01052
0.159158	1.08147
0.159683	1.22407
0.160209	1.41265
0.160733	1.62218
0.161258	1.84057
0.161783	2.02673
0.162308	2.17744
0.162833	2.25720
0.163359	2.26526
0.163886	2.21289
0.164413	2.09929
0.164937	1.91071
0.165462	1.69555
0.165987	1.48521
0.166512	1.28374
0.167038	1.13303
0.167563	1.03152
0.168089	1.00649
0.168615	1.04683
0.169140	1.15640
0.169665	1.33450
0.170190	1.52711
0.170715	1.75194
0.171240	1.95341
0.171766	2.11540
0.172291	2.23464
0.172817	2.26934
0.173342	2.24270
0.173869	2.14441
0.174394	1.99128
0.174919	1.79223
0.175444	1.57142
0.175970	1.37156
0.176495	1.19185
0.177020	1.06858
0.177546	1.01052
0.178070	1.02019
0.178595	1.11692
0.179120	1.26763
0.179646	1.45460
0.180170	1.67218
0.180696	1.88493
0.181221	2.06948
0.181746	2.20242
0.182271	2.27095
0.182796	2.26123
0.183321	2.17744
0.183846	2.03076
0.184371	1.84057
0.184896	1.62621
0.185421	1.40862
0.185946	1.22488
0.186471	1.08630
0.186996	1.02019
0.187521	1.01294
0.188046	1.08630
0.188571	1.22971
0.189096	1.41990
0.189621	1.62943
0.190146	1.85104
0.190671	2.04123
0.191196	2.17664
0.191722	2.26445
0.192248	2.26934
0.192773	2.20242
0.193299	2.07593
0.193825	1.90829
0.194350	1.69393
0.194876	1.46991
0.195400	1.27166
0.195925	1.12498
0.196451	1.03232
0.196976	1.00730
0.197501	1.06213
0.198026	1.17573
0.198551	1.35384
0.199076	1.56336
0.199601	1.78014
0.200126	1.97758
0.200652	2.13716
0.201177	2.23787
0.201702	2.26934
0.202227	2.22900
0.202752	2.12427
0.203278	1.95100
0.203803	1.75194
0.204328	1.53355
0.204854	1.34417
0.205380	1.16687
0.205906	1.05569
0.206432	1.00488
0.206957	1.02824
0.207482	1.12981
0.208007	1.28616
0.208532	1.47716
0.209057	1.69635
0.209582	1.90427
0.210107	2.08479
0.210632	2.20886
0.211157	2.26848
0.211682	2.25317
0.212207	2.17100
0.212732	2.00014
0.213257	1.81398
0.213783	1.61171
0.214307	1.39332
0.214832	1.21360
0.215358	1.07825
0.215883	1.01858
0.216408	1.01858
0.216934	1.09355
0.217459	1.23133
0.217984	1.43199
0.218509	1.64152
0.219034	1.84943
0.219559	2.03962
0.220084	2.18389
0.220610	2.26284
0.221136	2.26848
0.221661	2.20000
0.222186	2.06706
0.222712	1.88412
0.223237	1.67863
0.223762	1.46104
0.224288	1.27005
0.224812	1.11128
0.225337	1.02905
0.225862	1.00649
0.226387	1.06616
0.226912	1.18460
0.227438	1.36109
0.227963	1.57626
0.228488	1.78175
0.229013	1.99128
0.229539	2.14199
0.230064	2.25881
0.230589	2.27014
0.231114	2.22659
0.231639	2.11057
0.232164	1.93891
0.232690	1.75033
0.233215	1.52389
0.233740	1.32000
0.234266	1.15398
0.234790	1.05085
0.235315	1.00810
0.235840	1.04280
0.236365	1.15317
0.236890	1.31597
0.237415	1.52066
0.237940	1.73261
0.238465	1.93891
0.238990	2.11782
0.239515	2.22739
0.240040	2.27417
0.240566	2.24512
0.241092	2.14521
0.241617	1.98564
0.242143	1.80028
0.242668	1.58431
0.243193	1.36753
0.243718	1.19104
0.244244	1.06777
0.244768	1.01294
0.245293	1.02502
0.245818	1.11370
0.246343	1.26521
0.246868	1.45702
0.247393	1.67379
0.247919	1.88574
0.248444	2.06948
0.248970	2.19758
0.249496	2.26526
0.250022	2.25559
0.250547	2.18550
0.251073	2.05734
0.251600	1.88090
0.252126	1.67702
0.252652	1.46507
0.253176	1.26683
0.253701	1.11209
0.254227	1.02663
0.254752	1.01777
0.255277	1.05891
0.255802	1.18298
0.256327	1.36190
0.256852	1.57948
0.257377	1.78900
0.257902	1.98645
0.258428	2.14038
0.258954	2.23948
0.259479	2.26934
0.260005	2.23223
0.260530	2.11782
0.261056	1.95261
0.261581	1.75275
0.262106	1.53839
0.262631	1.32725
0.263156	1.16526
0.263681	1.04521
0.264206	1.00488
0.264732	1.02905
0.265257	1.13303
0.265782	1.29986
0.266308	1.49327
0.266833	1.71408
0.267358	1.90749
0.267884	2.08721
0.268408	2.21531
0.268933	2.26768
