Tiempo(s)	Voltaje(V)
0.111706	1.05327
0.112230	1.03555
0.112755	1.27085
0.113280	1.66332
0.113805	2.04526
0.114330	2.25801
0.114855	2.21289
0.115381	1.92199
0.115906	1.51664
0.116431	1.15640
0.116956	1.01052
0.117482	1.11853
0.118008	1.44412
0.118533	1.85754
0.119058	2.17583
0.119583	2.26934
0.120108	2.10090
0.120634	1.73502
0.121159	1.32806
0.121684	1.05649
0.122209	1.02986
0.122734	1.24749
0.123259	1.64796
0.123784	2.03801
0.124310	2.25559
0.124836	2.21611
0.125361	1.93408
0.125886	1.53436
0.126411	1.17332
0.126936	1.00810
0.127461	1.10725
0.127986	1.43441
0.128512	1.84298
0.129038	2.16133
0.129563	2.27014
0.130089	2.10735
0.130613	1.75114
0.131138	1.34256
0.131663	1.06536
0.132188	1.02341
0.132713	1.24104
0.133239	1.62862
0.133764	2.01464
0.134289	2.24915
0.134815	2.19758
0.135505	1.83654
0.136030	1.42474
0.136555	1.10483
0.137080	1.00971
0.137606	1.17654
0.138131	1.53839
0.138657	1.94536
0.139182	2.21853
0.139707	2.25237
0.140232	2.02270
0.140758	1.63588
0.141282	1.24668
0.141807	1.02583
0.142332	1.05891
0.142858	1.34417
0.143383	1.74550
0.143908	2.10171
0.144433	2.26848
0.144958	2.17664
0.145483	1.84943
0.146009	1.43843
0.146533	1.11289
0.147058	1.00810
0.147583	1.16607
0.148108	1.52308
0.148634	1.93085
0.149159	2.21289
0.149684	2.25479
0.150210	2.05090
0.150736	1.64152
0.151260	1.26119
0.151785	1.02986
0.152310	1.05488
0.152835	1.32322
0.153360	1.72374
0.153886	2.09204
0.154410	2.25881
0.154936	2.18147
0.155462	1.86398
0.155987	1.45460
0.156513	1.12095
0.157037	1.00569
0.157563	1.15640
0.158089	1.51019
0.158615	1.90829
0.159140	2.20806
0.159666	2.25640
0.160191	2.05090
0.160716	1.66654
0.161241	1.27730
0.161766	1.03313
0.162291	1.04441
0.162816	1.30872
0.163341	1.71085
0.163867	2.08559
0.164392	2.26607
0.164917	2.19033
0.165442	1.87687
0.165968	1.46991
0.166494	1.12900
0.167019	1.00569
0.167544	1.14512
0.168069	1.49247
0.168594	1.89782
0.169119	2.20000
0.169644	2.26123
0.170169	2.06626
0.170694	1.68749
0.171219	1.29180
0.171745	1.03877
0.172271	1.04280
0.172797	1.29664
0.173322	1.69313
0.173847	2.06545
0.174372	2.26365
0.174897	2.19597
0.175423	1.89218
0.175948	1.48360
0.176473	1.13787
0.176999	1.00810
0.177524	1.13787
0.178050	1.48038
0.178575	1.88412
0.179101	2.19355
0.179625	2.26365
0.180150	2.07593
0.180675	1.70038
0.181200	1.30228
0.181725	1.04521
0.182250	1.03474
0.182775	1.28294
0.183300	1.66251
0.183826	2.05412
0.184351	2.25720
0.184876	2.20806
0.185402	1.90910
0.185927	1.50455
0.186452	1.15156
0.186977	1.00730
0.187502	1.12578
0.188027	1.46185
0.188552	1.86801
0.189078	2.18469
0.189604	2.26848
0.190130	2.08559
0.190655	1.71408
0.191180	1.31597
0.191705	1.04844
0.192230	1.02986
0.192756	1.26924
0.193281	1.66493
0.193807	2.04043
0.194331	2.25881
0.194856	2.20483
0.195381	1.92199
0.195907	1.51986
0.196432	1.15962
0.196957	1.00810
0.197482	1.11531
0.198007	1.44654
0.198532	1.85588
0.199058	2.17825
0.199583	2.26848
0.200108	2.09848
0.200634	1.73502
0.201159	1.33370
0.201684	1.05488
0.202210	1.02502
0.202735	1.25877
0.203261	1.64071
0.203786	2.03076
0.204312	2.25317
0.204837	2.21772
0.205363	1.93247
0.205888	1.53436
0.206413	1.17171
0.206938	1.00488
0.207464	1.11128
0.207989	1.43199
0.208514	1.83976
0.209040	2.16374
0.209565	2.26934
0.210090	2.10976
0.210616	1.74711
0.211141	1.34417
0.211666	1.06133
0.212191	1.02663
0.212716	1.24507
0.213241	1.63104
0.213766	2.01948
0.214292	2.24915
0.214817	2.22336
0.215343	1.95100
0.215867	1.54967
0.216393	1.18298
0.216918	1.00971
0.217443	1.09919
0.217968	1.41910
0.218493	1.82929
0.219018	2.15891
0.219543	2.26848
0.220068	2.11863
0.220593	1.76806
0.221118	1.36351
0.221643	1.06938
0.222168	1.02099
0.222693	1.22971
0.223218	1.61251
0.223743	2.00256
0.224268	2.24270
0.224793	2.23142
0.225318	1.97033
0.225843	1.56498
0.226368	1.19749
0.226894	1.01374
0.227419	1.09275
0.227944	1.39896
0.228470	1.81156
0.228996	2.15166
0.229521	2.26934
0.230047	2.12910
0.230572	1.78175
0.231097	1.37317
0.231623	1.07664
0.232149	1.01535
0.232674	1.21602
0.233199	1.59559
0.233725	1.99370
0.234250	2.24431
0.234775	2.23706
0.235300	1.97355
0.235825	1.58028
0.236351	1.20796
0.236875	1.00891
0.237401	1.08308
0.237926	1.38687
0.238451	1.79223
0.238976	2.13796
0.239501	2.26934
0.240026	2.14038
0.240551	1.79706
0.241077	1.38848
0.241601	1.08791
0.242127	1.01455
0.242652	1.20232
0.243177	1.57706
0.243702	1.97678
0.244228	2.23223
0.244754	2.24190
0.245279	1.99209
0.245804	1.60204
0.246329	1.21843
0.246854	1.01938
0.247379	1.07502
0.247904	1.37237
0.248430	1.78014
0.248955	2.13152
0.249480	2.27256
0.250005	2.15085
0.250530	1.81398
0.251055	1.40298
0.251580	1.09275
0.252106	1.01213
0.252630	1.19265
0.253155	1.55853
0.253680	1.96147
0.254205	2.22739
0.254730	2.24673
0.255255	2.00739
0.255780	1.62137
0.256305	1.23782
0.256831	1.01858
0.257357	1.06938
0.257883	1.35706
0.258407	1.76081
0.258932	2.11863
0.259457	2.26365
0.259982	2.15891
0.260507	1.81801
0.261032	1.43038
0.261557	1.10483
0.262083	1.01455
0.262608	1.18137
0.263133	1.54322
0.263659	1.94697
0.264184	2.22256
0.264710	2.24915
0.265236	2.02270
0.265761	1.63507
0.266286	1.24668
0.266811	1.02341
0.267336	1.06374
0.267862	1.34256
0.268387	1.74469
0.268912	2.10976
