Tiempo(s)	Voltaje(V)
0.065408	1.06455
0.065933	1.18218
0.066459	1.35464
0.066984	1.55047
0.067510	1.76322
0.068127	1.98242
0.068652	2.13232
0.069178	2.23948
0.069703	2.27176
0.070228	2.24028
0.070753	2.14199
0.071278	1.98806
0.071803	1.80190
0.072329	1.59801
0.072855	1.39654
0.073380	1.21038
0.073905	1.08711
0.074431	1.02099
0.074956	1.01213
0.075481	1.08066
0.076006	1.20071
0.076531	1.37801
0.077056	1.57787
0.077582	1.77934
0.078107	1.97597
0.078632	2.10493
0.079157	2.23303
0.079682	2.27176
0.080207	2.24028
0.080732	2.14763
0.081258	1.99531
0.081784	1.80512
0.082310	1.59801
0.082835	1.39896
0.083360	1.22246
0.083885	1.08872
0.084410	1.04199
0.084935	1.01535
0.085460	1.07422
0.085985	1.19829
0.086510	1.36995
0.087036	1.57303
0.087561	1.77611
0.088086	1.96953
0.088611	2.12910
0.089136	2.23142
0.089661	2.27256
0.090186	2.24592
0.090711	2.15085
0.091236	1.99934
0.091761	1.81156
0.092287	1.61009
0.092812	1.40460
0.093337	1.22730
0.093863	1.09114
0.094387	1.02099
0.094912	1.00971
0.095437	1.07261
0.095962	1.18943
0.096488	1.36431
0.097013	1.55853
0.097538	1.76725
0.098063	1.96389
0.098588	2.12588
0.099114	2.22739
0.099639	2.26687
0.100165	2.25559
0.100691	2.16294
0.101217	2.00417
0.101742	1.82204
0.102267	1.57626
0.102793	1.40862
0.103317	1.23294
0.103843	1.09758
0.104368	1.02341
0.104893	1.00971
0.105419	1.07019
0.105944	1.18540
0.106469	1.35545
0.106994	1.55531
0.107520	1.76161
0.108045	1.95744
0.108570	2.11621
0.109095	2.22739
0.109623	2.27176
0.110148	2.24673
0.110673	2.15730
0.111199	2.02431
0.111723	1.83332
0.112249	1.61976
0.112775	1.41829
0.113300	1.23455
0.113826	1.09597
0.114350	1.02502
0.114875	1.00730
0.115400	1.06455
0.115926	1.17332
0.116451	1.34417
0.116977	1.55289
0.117503	1.75597
0.118028	1.94858
0.118554	2.11379
0.119079	2.22417
0.119604	2.27578
0.120130	2.25398
0.120654	2.16777
0.121180	2.02109
0.121705	1.83251
0.122230	1.63185
0.122755	1.42474
0.123280	1.24266
0.123805	1.10564
0.124330	1.02180
0.124856	1.00327
0.125381	1.05891
0.125907	1.18137
0.126432	1.35062
0.126957	1.53517
0.127483	1.74791
0.128009	1.94133
0.128534	2.10654
0.129059	2.22256
0.129584	2.27014
0.130110	2.25398
0.130635	2.17100
0.131160	2.02673
0.131685	1.84137
0.132210	1.64393
0.132736	1.43360
0.133260	1.24991
0.133785	1.10725
0.134311	1.02180
0.134836	1.01455
0.135527	1.08711
0.136052	1.21682
0.136577	1.39734
0.137102	1.59559
0.137627	1.80270
0.138153	1.99370
0.138679	2.14844
0.139204	2.24270
0.139729	2.27256
0.140254	2.23545
0.140779	2.13474
0.141304	1.98000
0.141829	1.79303
0.142354	1.58190
0.142879	1.38284
0.143404	1.20715
0.143929	1.08066
0.144454	1.01535
0.144979	1.01616
0.145504	1.08791
0.146030	1.21199
0.146555	1.38123
0.147080	1.59156
0.147605	1.79867
0.148131	1.98806
0.148656	2.13957
0.149181	2.23384
0.149707	2.26848
0.150233	2.24109
0.150759	2.14360
0.151284	1.98725
0.151809	1.79464
0.152335	1.58592
0.152859	1.38687
0.153384	1.21682
0.153909	1.07664
0.154434	1.00810
0.154959	1.01455
0.155484	1.07825
0.156010	1.20232
0.156534	1.37881
0.157060	1.57626
0.157585	1.78820
0.158110	1.98000
0.158635	2.13152
0.159160	2.23545
0.159686	2.27176
0.160211	2.22820
0.160737	2.14360
0.161262	1.99531
0.161787	1.80512
0.162313	1.59076
0.162839	1.39734
0.163363	1.22085
0.163888	1.08872
0.164413	1.01858
0.164938	1.01535
0.165463	1.07583
0.165988	1.19829
0.166513	1.37076
0.167038	1.57223
0.167563	1.78175
0.168088	1.95905
0.168613	2.11621
0.169138	2.23062
0.169664	2.26848
0.170190	2.23948
0.170715	2.14683
0.171241	2.00256
0.171766	1.80834
0.172291	1.60284
0.172816	1.40943
0.173341	1.23294
0.173866	1.09758
0.174392	1.02583
0.174918	1.01697
0.175443	1.07180
0.175968	1.19024
0.176493	1.36109
0.177018	1.57303
0.177543	1.77450
0.178068	1.96066
0.178593	2.12104
0.179118	2.24592
0.179643	2.27659
0.180168	2.24592
0.180693	2.14924
0.181218	2.00336
0.181744	1.82204
0.182268	1.62298
0.182793	1.40782
0.183319	1.23133
0.183844	1.10161
0.184369	1.01777
0.184894	1.00891
0.185420	1.07502
0.185944	1.18298
0.186469	1.36270
0.186994	1.55128
0.187520	1.75758
0.188045	1.95422
0.188571	2.11460
0.189097	2.22014
0.189623	2.27417
0.190148	2.24995
0.190673	2.16858
0.191198	2.01223
0.191723	1.82445
0.192248	1.61734
0.192773	1.42071
0.193298	1.24668
0.193823	1.10322
0.194349	1.02824
0.194874	1.01294
0.195399	1.07422
0.195924	1.18298
0.196449	1.35223
0.196975	1.54806
0.197501	1.74711
0.198025	1.94374
0.198551	2.11540
0.199077	2.22095
0.199602	2.26934
0.200127	2.25156
0.200652	2.16455
0.201177	2.02270
0.201702	1.83896
0.202227	1.63346
0.202752	1.42474
0.203277	1.24588
0.203802	1.10483
0.204327	1.00085
0.204852	1.01697
0.205377	1.06052
0.205902	1.17090
0.206427	1.33531
0.206952	1.54161
0.207477	1.74147
0.208002	1.93649
0.208527	2.11057
0.209053	2.22336
0.209577	2.26607
0.210103	2.24753
0.210628	2.17583
0.211153	2.04043
0.211678	1.85104
0.212203	1.63749
0.212728	1.43763
0.213254	1.25232
0.213778	1.11289
0.214303	1.02502
0.214828	1.00971
0.215353	1.05730
0.215879	1.16848
0.216404	1.33370
0.216930	1.52953
0.217454	1.73502
0.217980	1.93005
0.218506	2.10090
0.219032	2.21370
0.219557	2.26365
0.220082	2.25640
0.220607	2.17502
0.221132	2.03076
0.221657	1.86076
0.222182	1.64715
0.222707	1.44327
0.223232	1.26360
0.223757	1.11692
0.224282	1.02502
0.224807	1.00488
0.225332	1.05085
0.225857	1.15156
0.226382	1.32806
0.226908	1.51986
0.227433	1.71972
0.227958	1.92763
0.228484	2.08157
0.229009	2.21772
0.229535	2.28223
0.230060	2.25237
0.230585	2.18550
0.231110	2.03237
0.231636	1.85673
0.232161	1.65768
0.232686	1.45138
0.233212	1.26199
0.233738	1.12256
0.234263	1.03313
0.234788	1.01455
0.235313	1.06133
0.235838	1.15398
0.236363	1.31839
0.236888	1.51019
0.237413	1.71972
0.237938	1.91313
0.238464	2.08882
0.238990	2.20806
0.239515	2.26687
0.240040	2.25962
0.240565	2.18469
0.241090	2.04848
0.241615	1.86962
0.242140	1.66493
0.242665	1.46104
0.243191	1.27488
0.243716	1.12417
0.244241	1.03232
0.244766	1.00891
0.245291	1.04441
0.245816	1.15076
0.246341	1.30953
0.246866	1.50536
0.247391	1.71085
0.247916	1.91071
0.248441	2.08318
0.248966	2.20483
0.249491	2.26526
0.250017	2.26204
0.250542	2.18630
0.251067	2.05332
0.251592	1.87607
0.252117	1.67863
0.252643	1.46910
0.253167	1.28133
0.253692	1.12739
0.254217	1.03635
0.254742	1.00569
0.255268	1.04360
0.255793	1.14834
0.256319	1.30630
0.256844	1.49488
0.257369	1.70521
0.257894	1.90104
0.258419	2.07673
0.258944	2.20161
0.259469	2.26687
0.259995	2.25720
0.260520	2.18791
0.261045	2.06384
0.261570	1.88654
0.262095	1.68668
0.262620	1.46910
0.263145	1.29261
0.263670	1.13626
0.264196	1.03877
0.264720	1.00649
0.265245	1.04280
0.265771	1.14028
0.266296	1.29583
0.266821	1.48360
0.267346	1.69555
0.267872	1.88574
0.268396	2.06867
0.268921	2.19436
