Tiempo(s)	Voltaje(V)
0.065918	2.25720
0.066443	2.20242
0.066968	1.91877
0.067494	1.47796
0.068111	1.11531
0.068636	1.00810
0.069162	1.16687
0.069688	1.52711
0.070214	1.92602
0.070739	2.21450
0.071264	2.25479
0.071790	2.03720
0.072315	1.65043
0.072840	1.26280
0.073365	1.03066
0.073890	1.05166
0.074415	1.32483
0.074941	1.72858
0.075465	2.09204
0.075990	2.26445
0.076515	2.18389
0.077041	1.86479
0.077566	1.45782
0.078091	1.12417
0.078616	1.00891
0.079141	1.15398
0.079666	1.50777
0.080192	1.91474
0.080717	2.20645
0.081243	2.25559
0.081768	2.05009
0.082293	1.66815
0.082818	1.28455
0.083343	1.03635
0.083868	1.04441
0.084393	1.31194
0.084918	1.70602
0.085443	2.07754
0.085969	2.26848
0.086494	2.18953
0.087019	1.88010
0.087544	1.47152
0.088069	1.13303
0.088594	1.00569
0.089119	1.14351
0.089644	1.48844
0.090169	1.89863
0.090694	2.19919
0.091220	2.26445
0.091745	2.05976
0.092270	1.68749
0.092795	1.29664
0.093321	1.04199
0.093846	1.03796
0.094371	1.29100
0.094896	1.69071
0.095421	2.06384
0.095946	2.26284
0.096471	2.19839
0.096996	1.89621
0.097521	1.49166
0.098046	1.14512
0.098571	1.00730
0.099096	1.13464
0.099621	1.47393
0.100146	1.87929
0.100671	2.19033
0.101196	2.26768
0.101721	2.07995
0.102246	1.71085
0.102771	1.31114
0.103296	1.04683
0.103821	1.03313
0.104346	1.27810
0.104872	1.66735
0.105398	2.05090
0.105924	2.25962
0.106449	2.20322
0.106974	1.92038
0.107499	1.50938
0.108024	1.16204
0.108550	1.01294
0.109075	1.12417
0.109604	1.45540
0.110129	1.86721
0.110654	2.18389
0.111179	2.26687
0.111704	2.09123
0.112229	1.72294
0.112754	1.32161
0.113280	1.05408
0.113805	1.03313
0.114330	1.26683
0.114855	1.65848
0.115380	2.03962
0.115906	2.25479
0.116432	2.22014
0.116958	1.92683
0.117483	1.51583
0.118008	1.16284
0.118534	1.00891
0.119059	1.11611
0.119584	1.44412
0.120110	1.85265
0.120635	2.17502
0.121160	2.27014
0.121686	2.09446
0.122211	1.73422
0.122736	1.33531
0.123262	1.05649
0.123786	1.02583
0.124312	1.25474
0.124837	1.64152
0.125362	2.02834
0.125888	2.25317
0.126414	2.21772
0.126938	1.94213
0.127463	1.53839
0.127988	1.17493
0.128513	1.01052
0.129038	1.10886
0.129564	1.43279
0.130088	1.84137
0.130613	2.16697
0.131138	2.26848
0.131663	2.10815
0.132188	1.75758
0.132713	1.35142
0.133238	1.06455
0.133764	1.03066
0.134289	1.24266
0.134814	1.68991
0.135505	2.11540
0.136030	2.26848
0.136555	2.16133
0.137080	1.83654
0.137605	1.42152
0.138130	1.10645
0.138655	1.00810
0.139180	1.17493
0.139705	1.53919
0.140230	1.94052
0.140756	2.21611
0.141280	2.25156
0.141805	2.02592
0.142331	1.63749
0.142857	1.25555
0.143381	1.02663
0.143907	1.05891
0.144432	1.33128
0.144958	1.73825
0.145484	2.09848
0.146008	2.26526
0.146533	2.17664
0.147059	1.85346
0.147585	1.44327
0.148109	1.11450
0.148634	1.00649
0.149159	1.16365
0.149684	1.51986
0.150209	1.92683
0.150734	2.21611
0.151259	2.25479
0.151784	2.03962
0.152309	1.65526
0.152834	1.26763
0.153359	1.03152
0.153885	1.05972
0.154409	1.31919
0.154934	1.72133
0.155459	2.08721
0.155985	2.26848
0.156510	2.18630
0.157035	1.86882
0.157560	1.45943
0.158085	1.12498
0.158610	1.00649
0.159135	1.15317
0.159660	1.50455
0.160186	1.90829
0.160710	2.20242
0.161235	2.25962
0.161761	2.05332
0.162286	1.67540
0.162812	1.28213
0.163337	1.03232
0.163862	1.04683
0.164387	1.30550
0.164912	1.70199
0.165437	2.07754
0.165962	2.26526
0.166488	2.18953
0.167013	1.88574
0.167538	1.48038
0.168064	1.13948
0.168589	1.00569
0.169114	1.14431
0.169639	1.48602
0.170164	1.89379
0.170689	2.19678
0.171214	2.26445
0.171739	2.07190
0.172264	1.68910
0.172790	1.29744
0.173314	1.04038
0.173840	1.04280
0.174364	1.29261
0.174889	1.67863
0.175414	2.06384
0.175939	2.25801
0.176464	2.20322
0.176989	1.90024
0.177514	1.49569
0.178040	1.14834
0.178565	1.00649
0.179090	1.13142
0.179615	1.46749
0.180141	1.88171
0.180667	2.18953
0.181192	2.26445
0.181718	2.08076
0.182244	1.70924
0.182769	1.31033
0.183294	1.04924
0.183819	1.03066
0.184345	1.27569
0.184869	1.67138
0.185394	2.04607
0.185920	2.26043
0.186445	2.20806
0.186970	1.91877
0.187495	1.51019
0.188020	1.15720
0.188546	1.00649
0.189071	1.12175
0.189596	1.45218
0.190122	1.85915
0.190646	2.17744
0.191171	2.26768
0.191697	2.09768
0.192222	1.72697
0.192747	1.32645
0.193272	1.05488
0.193797	1.02905
0.194322	1.26360
0.194847	1.64715
0.195373	2.03317
0.195898	2.25398
0.196424	2.21289
0.196950	1.92683
0.197474	1.52711
0.197999	1.17171
0.198525	1.01213
0.199050	1.11047
0.199575	1.43360
0.200101	1.84298
0.200627	2.17019
0.201152	2.26848
0.201678	2.10171
0.202203	1.74147
0.202729	1.33450
0.203255	1.05649
0.203780	1.02824
0.204305	1.24910
0.204830	1.63668
0.205355	2.01787
0.205881	2.25317
0.206407	2.22014
0.206932	1.94697
0.207457	1.54000
0.207982	1.17654
0.208508	1.00971
0.209033	1.10242
0.209558	1.42313
0.210083	1.83412
0.210608	2.16536
0.211133	2.26848
0.211658	2.11782
0.212183	1.75678
0.212708	1.35787
0.213233	1.07341
0.213758	1.02180
0.214284	1.23294
0.214809	1.61573
0.215335	2.01464
0.215859	2.24834
0.216384	2.22900
0.216910	1.95825
0.217434	1.55772
0.217959	1.19024
0.218485	1.01133
0.219010	1.09436
0.219535	1.40862
0.220060	1.81559
0.220585	2.14924
0.221110	2.26848
0.221636	2.12668
0.222162	1.77450
0.222687	1.36351
0.223212	1.07261
0.223737	1.02099
0.224262	1.22488
0.224788	1.60526
0.225313	1.99450
0.225838	2.24190
0.226363	2.22981
0.226888	1.97355
0.227413	1.57384
0.227939	1.20071
0.228463	1.01455
0.228988	1.08630
0.229513	1.39493
0.230039	1.79626
0.230564	2.14441
0.231091	2.26934
0.231616	2.12910
0.232141	1.79062
0.232666	1.38365
0.233191	1.07986
0.233716	1.01697
0.234241	1.20877
0.234767	1.58753
0.235292	1.98242
0.235817	2.23545
0.236342	2.24028
0.236867	1.98725
0.237392	1.58915
0.237917	1.21521
0.238443	1.01697
0.238969	1.08147
0.239494	1.37962
0.240020	1.78659
0.240546	2.13555
0.241071	2.27578
0.241597	2.14602
0.242122	1.80351
0.242647	1.39896
0.243172	1.08550
0.243697	1.01213
0.244222	1.20071
0.244747	1.57626
0.245272	1.96711
0.245797	2.23303
0.246323	2.24351
0.246848	1.99934
0.247374	1.60284
0.247899	1.22407
0.248424	1.01858
0.248949	1.07341
0.249474	1.36351
0.250000	1.76967
0.250524	2.12346
0.251049	2.27498
0.251574	2.16213
0.252099	1.82043
0.252624	1.41104
0.253150	1.09597
0.253675	1.00971
0.254200	1.19024
0.254726	1.55047
0.255252	1.95341
0.255777	2.22659
0.256302	2.25156
0.256827	2.01142
0.257352	1.61815
0.257878	1.23863
0.258404	1.01777
0.258930	1.05810
0.259455	1.35142
0.259981	1.75597
0.260506	2.11218
0.261031	2.26934
0.261557	2.16294
0.262081	1.83573
0.262606	1.42796
0.263131	1.10564
0.263657	1.01133
0.264181	1.17815
0.264707	1.53919
0.265232	1.94213
0.265757	2.21934
0.266282	2.25237
0.266807	2.02351
0.267332	1.64152
0.267857	1.25071
0.268382	1.02663
0.268907	1.05488
